template_id,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
300,2025,7,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2702,584,173.0712153002392,27.063895187756597,180.58971148853166,0.4475476640889718,202.82763854761967,26,9,41086,12076,2342,10298,58,16312
301,2025,4,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1799,257,89.8807222596872,8.880782944177236,76.97153598969973,0.5386588007709232,80.72805152089583,60,2,16481,5122,754,4306,29,6270
302,2025,5,HP,America West Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5593,728,206.00679047320136,13.339361036149718,268.9582811302405,3.2530475994835304,236.44768237022794,73,7,37074,10979,1970,10022,48,14055
303,2025,12,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1463,450,130.59609326244203,17.08977844886544,194.60945522478247,0.9214041209538364,106.78425719592923,105,3,40123,12282,2194,9938,74,15635
304,2025,9,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1819,224,66.51876314086705,5.442192993491352,45.285644906604524,0.6952643650246615,106.05814943975054,36,4,11014,3561,505,3072,21,3855
305,2025,3,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6191,1192,242.7039390085946,16.750100549569165,585.9442719139158,0.48244066503844174,346.1213369264754,178,10,78544,24547,3365,20266,136,30230
306,2025,3,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2048,250,92.48581468617922,8.36790592310725,66.76727624827376,0.7029670373432958,81.6769104608026,57,1,14104,4409,604,3639,24,5428
307,2025,12,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2140,475,143.88888571643602,7.500993945889469,83.29395864608017,2.4712171131986373,237.84495350074044,19,3,24392,7468,1333,6041,45,9505
308,2025,9,DH,Independence Air,IAD,"Washington, DC: Washington Dulles International",5019,644,82.14554613736945,6.46272819967057,320.2529153864188,0.8099970994696678,234.32055027298748,44,6,30407,9827,1396,8483,58,10643
309,2025,6,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5386,1122,242.4962375650309,75.0575626466347,262.0716320078612,3.7259131530086136,538.6476096579503,68,20,69091,19791,4058,17816,110,27316
310,2025,3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2688,418,131.2572233156669,5.323484216578078,102.02682511650569,1.485344419611547,177.90533489055332,85,5,19723,6165,844,5089,34,7591
311,2025,4,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",6078,788,341.5657465466425,148.1347340382652,254.24095846307134,1.3205662071977975,42.74018223272486,96,9,39801,12366,1822,10399,71,15143
312,2025,10,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7156,1203,171.82090794902507,27.435760555788097,620.0209911925671,2.667319207137839,381.05344614340925,111,58,76257,24077,2985,21140,122,27933
313,2025,4,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1379,270,58.392162639540224,6.087170542241125,127.08987648359881,5.026110595237604,73.40744918844167,44,3,20379,6334,932,5324,36,7753
314,2025,6,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1606,325,107.98375770767068,15.315152804003533,82.99482039280664,0.7345824950055602,117.97064970787301,21,2,22252,6375,1307,5738,35,8797
315,2025,9,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2347,302,97.21783234397931,6.361041090822442,47.00811580700487,0.622390804335654,150.78856912383617,15,2,13994,4523,642,3904,27,4898
316,2025,6,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1416,301,79.04650726906635,12.11271699704271,82.84138988188231,1.0095619529146405,125.98983965025701,27,5,21466,6150,1260,5535,34,8487
317,2025,6,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2528,625,179.8384983863784,22.832087941759386,211.58869020539584,0.3883066428757287,210.35087889097116,31,4,39208,11232,2303,10110,62,15501
318,2025,7,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4733,782,203.06978512398132,14.529121979114608,238.46427763874252,5.791615529519941,320.1446788188379,32,5,39296,11551,2240,9849,55,15601
319,2025,3,AQ,Aloha Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",1627,246,82.65434636211026,5.146575931794252,60.2749334681093,2.22167662944561,95.70255659073783,34,2,11957,3738,512,3085,20,4602
320,2025,9,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1488,201,68.66551283055513,3.1449521311534,33.552133175231674,0.5555155939202426,95.07987562302945,13,2,9102,2943,418,2539,17,3185
321,2025,8,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1426,254,69.21669113117142,3.791536981953168,51.8514620589768,0.11189084801618022,129.03248885265106,23,3,18157,5521,992,4611,38,6995
322,2025,10,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5068,993,151.35632230255206,61.655239745097276,425.3033601627219,1.4287467563339977,353.25479941500384,126,17,64528,20375,2526,17888,103,23636
323,2025,6,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5190,1132,208.4760640853808,93.03372519225381,373.8239987038138,2.472690717295395,454.1954800657435,159,26,79856,22875,4690,20592,127,31572
324,2025,7,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4722,999,264.9856308321047,42.215302973395616,255.62654043841673,2.8785407528506624,433.2939947871601,49,29,53710,15786,3062,13462,76,21324
325,2025,7,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1797,576,141.61311000018708,83.14566393013087,307.00008677257415,0.445965005298837,43.792753921037225,96,7,39771,11690,2267,9968,56,15790
326,2025,12,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2015,354,124.05108966828273,10.62589571604237,94.06118420418993,0.03801400963566246,125.2243577481682,36,3,20761,6356,1135,5142,38,8090
327,2025,1,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2080,315,71.63777055497513,7.506310298222698,130.28805289529834,1.3683864332301796,104.20033465544897,74,7,13840,4362,868,3584,22,5004
328,2025,12,EV,ExpressJet Airlines LLC,EWR,"Newark, NJ: Newark Liberty International",1424,394,64.77050154450578,4.9731914439240015,208.9012827963048,0.28417716282016936,115.07092949468294,42,4,39785,12179,2175,9854,73,15504
329,2025,3,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",4231,1181,85.10481956339864,6.416096236213396,677.8950050431599,0.7341693297543486,410.84997398628263,133,7,93257,29144,3995,24063,162,35893
330,2025,3,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",3696,496,100.47493462070648,8.490408178670915,238.05259119716968,0.5730654000753799,148.40911344575338,331,6,26543,8296,1137,6848,46,10216
331,2025,12,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2680,664,193.68471566583895,8.77482231808448,96.59154707360487,2.6130018066732834,362.33695106567575,39,10,31591,9672,1727,7824,58,12310
332,2025,8,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4608,1209,150.20767625612515,38.50599334004032,747.5465350358903,6.318244439581563,266.4215436206547,72,31,84226,25602,4603,21392,179,32450
333,2025,12,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",1934,352,79.36352398055226,14.534063539032871,147.15147057976353,0.6767476575773311,110.27681745983487,24,6,19614,6005,1072,4858,36,7643
334,2025,8,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1925,370,118.6242742449667,9.635022959285722,52.552790870147334,1.6200870433299872,187.56936365403686,13,6,18615,5660,1017,4728,39,7171
335,2025,5,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5886,977,112.08234932821563,7.28235136253496,460.98284767683276,0.037506869585344944,396.6140249712187,33,13,55846,16538,2967,15096,73,21172
336,2025,8,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1686,375,47.23141335180678,10.055523697994662,220.56989479302547,0.6377038529849672,96.50337476149633,93,6,28754,8741,1571,7303,61,11078
337,2025,2,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4688,855,207.9237338607736,13.17664947949932,227.6526112207749,3.3557982598646325,402.8896556994911,79,4,39352,12019,2408,10416,62,14447
338,2025,1,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2100,407,54.53157826541371,9.108915052873272,160.7694960433777,0.6204634088230389,181.96411985208888,52,3,20772,6546,1303,5379,34,7510
339,2025,6,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",2296,455,139.57963284722825,18.470043190734632,197.16548898549334,3.506009186213895,96.28024241655952,34,5,25005,7164,1468,6448,39,9886
340,2025,5,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5356,927,232.28317400036875,33.528397045213715,200.76408347600858,3.866713104282236,456.557098868044,51,14,48040,14227,2552,12986,62,18213
341,2025,2,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",4008,1006,153.7094902462702,48.7910517884151,376.6582152890721,1.0859735716685583,425.75532506574615,307,5,78100,23852,4779,20673,124,28672
342,2025,5,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",1439,207,44.88856641119874,2.1378617499291033,67.95880030252643,0.03787948376058903,91.97596312324937,8,2,11187,3314,594,3024,14,4241
343,2025,9,TZ,ATA Airlines d/b/a ATA,MDW,"Chicago, IL: Chicago Midway International",1514,180,31.954994889975,2.7393744203962336,80.19203198669427,1.511569815986345,63.602094750558365,23,1,9663,3125,443,2695,18,3382
344,2025,10,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2893,439,84.44977601459532,3.517170372417076,183.7437524040089,0.025189436353566717,167.26297165757245,18,2,24677,7792,966,6841,39,9039
345,2025,9,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3248,428,116.14312841718686,2.8835472583660904,64.72393548112936,1.329064501166433,242.92085712749582,36,2,17998,5818,826,5021,34,6299
346,2025,8,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3406,595,158.9266575885556,4.614452957381741,63.77010339668033,2.7606326915452177,364.9276265506963,39,2,27514,8365,1503,6988,58,10600
347,2025,3,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5325,934,164.742088185647,21.786318339447813,320.47889697856755,0.12376696619562476,426.86894184433464,123,15,63503,19847,2720,16385,110,24441
348,2025,7,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1728,361,51.50720391036875,10.211815925058765,203.40176853780477,1.916319927562108,93.96292789131321,108,8,31079,9136,1772,7789,43,12339
349,2025,4,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2893,372,113.20392928532577,12.555512127513897,109.94764343845831,0.8019748387523711,135.49280443645293,143,5,25566,7944,1170,6679,46,9727
350,2025,10,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3649,572,165.32256411430404,24.16399550453879,128.18613204850885,1.96433333554984,252.36402487195554,54,4,31628,9987,1238,8768,50,11585
351,2025,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1726,302,77.42784410568552,10.159004388573317,137.33670191034395,0.36661954213530706,76.70984154944561,49,4,19961,6291,1252,5169,32,7217
352,2025,5,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6242,789,201.31160433952454,48.92938042018362,202.5671795022404,1.767321678646665,334.4270365563001,93,16,62465,18498,3319,16885,81,23682
353,2025,2,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4477,623,165.8759410949623,17.184922599423846,127.94530655304949,2.9245936683605933,309.06978303090386,171,9,30529,9324,1868,8081,48,11208
354,2025,9,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4795,652,112.34621718782324,15.106930686080732,260.40011611726936,0.06524476381014926,264.08014899819926,91,19,43201,13961,1984,12052,83,15121
355,2025,8,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",1341,261,59.78867296510727,2.940543264655444,85.90533092358433,0.04932411413571286,112.31770702155359,14,4,14648,4454,800,3720,31,5643
356,2025,7,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1441,305,78.66947768594099,14.753973046693353,83.19674886773701,0.4321026384339365,127.9391353817436,36,5,24494,7201,1396,6139,34,9724
357,2025,6,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",2625,484,129.74734018354468,19.65774397439098,163.32277009535943,0.32490656826536496,170.94523327593973,43,5,28791,8248,1691,7424,45,11383
358,2025,8,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",5171,1034,161.5469467438068,56.71646107022073,424.7495009994444,0.618959909069093,390.366505297567,194,19,75817,23047,4143,19256,161,29210
359,2025,6,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1330,362,89.84762778856606,18.640291025157918,148.38252826925796,0.685442927876005,104.44361633985831,25,2,23037,6600,1353,5940,36,9108
360,2025,2,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2299,431,91.5323676922554,34.82797444118558,180.9837707639452,0.18972113347505246,123.46205363131375,88,6,22487,6869,1376,5952,35,8255
361,2025,6,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1408,312,91.47743971465512,15.714481036489728,64.55891590024513,0.7561255731622265,139.4930405077403,13,5,17745,5085,1042,4575,28,7015
362,2025,8,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8526,1623,396.8541603366483,75.89664326349364,713.1798726262585,13.672524584902183,423.39678948598913,104,20,94214,28638,5149,23929,200,36298
363,2025,10,EV,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1387,244,47.67212893402638,3.63716121517687,82.83251393390542,0.10771037644564936,109.75054966404794,15,4,14601,4612,571,4047,23,5348
364,2025,10,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1352,231,70.28102889419942,1.7146646866634094,33.074100334691224,0.5985114575252609,125.33270542145515,7,1,9682,3058,379,2684,15,3546
365,2025,9,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5037,601,149.87306334220852,24.19926558663934,144.7196897793833,1.9102214904540886,280.2967293264388,54,12,29838,9643,1370,8324,57,10444
366,2025,8,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1472,224,62.74296489305146,6.2730736312248485,91.78173236958011,0.6437946029176667,62.56002402115464,16,3,12500,3802,683,3174,26,4815
367,2025,1,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3574,788,173.40102003038666,21.933126891623175,412.32641434569535,0.22210644956220768,180.11940307461046,69,6,51795,16318,3250,13414,85,18728
368,2025,6,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1584,407,66.96105140859032,21.932090458844993,193.69612773436822,1.4905433556406507,122.92165888573781,17,2,30400,8709,1785,7839,48,12019
369,2025,1,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",1315,253,51.65268797840546,4.467310263375231,102.64131537546265,0.041146630598030406,94.19755868399561,20,2,13306,4193,835,3446,21,4811
370,2025,11,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1314,147,40.680547016998986,2.2321156146792775,58.04499153142166,0.13240617267775603,45.908351555479996,8,1,6843,2183,281,1881,14,2484
371,2025,2,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1799,379,69.91306106380175,13.340267055635342,208.0539526778453,0.1280680099298725,87.56517344914973,83,8,23304,7118,1426,6168,37,8555
372,2025,10,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",4158,701,142.81968150840726,6.196355704425335,406.764950147504,0.7102091503519063,144.50900047336788,54,5,33069,10442,1294,9167,53,12113
373,2025,10,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1549,247,71.82706441890691,5.54735110859258,97.36904358423789,0.6534633795234301,71.60461318432232,16,2,15144,4783,592,4198,24,5547
374,2025,8,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1350,259,76.86691330942593,12.843511170231725,55.99734183416426,1.0615723468543548,112.22912618818697,21,4,13510,4108,738,3431,28,5205
375,2025,9,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6897,1090,148.82573004362777,25.410204936926707,469.0110794444966,0.7573434880820232,445.99566764314716,158,13,66715,21558,3064,18613,128,23352
376,2025,7,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6842,1087,250.5082427667555,62.36735004450377,281.71196573207027,3.8671860671472524,488.5418558815135,98,27,81470,23945,4645,20420,115,32345
377,2025,10,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3255,636,162.93868544070014,5.30370561293269,171.42638771197096,2.744203762914232,293.5865197721284,50,4,27161,8577,1063,7529,43,9949
378,2025,12,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",5963,1280,328.4961083937242,53.37631346317071,300.90158690608246,8.261787321312248,588.9673548195764,134,33,64620,19779,3533,16006,120,25182
379,2025,12,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7374,1763,443.2109848578753,56.68828969015027,739.3948268291776,7.270405097561042,516.4355176902443,126,8,88848,27195,4858,22007,165,34623
380,2025,2,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",5866,1082,440.618191841887,249.0382680096926,344.5706320914033,2.1102832969755516,45.66126432407569,220,6,57487,17557,3517,15217,91,21105
381,2025,11,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2904,356,109.66669359619172,3.1945143889331398,70.68011259093626,1.743880103332882,170.71376250682545,12,3,17781,5669,732,4887,37,6456
382,2025,10,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1492,303,90.03874940314121,10.284839235385068,117.23005684740534,1.6954910261346452,83.75186113663489,40,3,22906,7234,896,6350,36,8390
383,2025,9,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9127,2128,607.6880729091373,124.53856446111575,921.220691178919,3.310139961653464,471.24578841188776,218,15,127325,41143,5848,35522,245,44567
384,2025,8,RU,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",4211,763,84.40964834151569,15.998806470177804,343.92873061850014,2.5102004998252125,316.1525921026948,72,12,42832,13020,2341,10878,91,16502
385,2025,7,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2921,545,156.75931231199183,13.420241003809352,140.13983263874172,0.6953624825671991,233.97582469320596,37,6,28952,8511,1651,7256,40,11494
386,2025,3,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",2033,398,50.96813373692093,5.220279550577513,250.0159015312175,0.37773217626954214,91.41265234654354,124,4,25869,8085,1108,6675,45,9956
387,2025,10,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5640,1064,99.1272642412708,4.135815037577798,566.875998795061,0.03545355769007416,393.8271152677434,41,5,55510,17527,2173,15388,89,20333
388,2025,10,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3637,675,145.58183458907297,12.306550769269611,264.0808451675903,0.9583632913053631,252.07344691810562,75,3,50651,15994,1982,14041,81,18553
389,2025,3,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1391,267,92.35060076249128,3.7433374444368024,46.68426175000106,1.2200302134795598,122.99976169551972,26,3,12240,3826,524,3158,21,4711
390,2025,9,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1353,262,73.88619018216434,10.721672447893352,115.30836012009867,0.49972613383167347,61.58503233375109,18,2,14611,4722,671,4076,28,5114
391,2025,6,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2219,358,99.46939757209681,22.824954136638972,83.60408257825817,0.5588421881701666,151.5427439400284,29,3,27032,7745,1587,6970,43,10687
392,2025,8,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1670,416,58.22191953981908,14.80509513237203,216.96388575096398,0.6382279511505149,125.37227924925742,12,3,25573,7775,1397,6495,54,9852
393,2025,11,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1344,249,87.78866161882536,1.249573041558956,81.3465437184065,1.0885279796777452,77.52572377158396,7,2,13453,4288,554,3698,28,4885
394,2025,5,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3181,698,183.616026207789,8.47844111475196,186.21273368724462,2.372365558380482,317.31939918560107,50,3,31730,9397,1686,8577,41,12029
395,2025,11,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3054,343,102.54591218125324,8.73593327315705,120.79723926834549,0.6716945749866648,110.24870437596012,9,4,20857,6649,859,5733,43,7573
396,2025,6,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4507,836,199.20708802447786,12.335973041331956,320.26905995892366,5.483148022320041,298.70420705062577,43,7,41140,11786,2416,10608,65,16265
397,2025,3,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2123,346,70.84081441129241,10.042569011221715,146.05148379666863,0.3291993537794694,118.73024612234428,84,9,21058,6583,902,5433,36,8104
398,2025,11,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1440,182,43.87061029437239,3.4772396750667576,79.643961024041,0.5217072264947709,54.48653781740032,18,2,11622,3706,478,3194,24,4220
399,2025,12,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4676,1550,124.79632516747797,31.12768053799884,979.3618927850864,4.592449189891884,410.12459891770743,218,11,99798,30547,5457,24719,185,38890
400,2025,7,DH,Atlantic Coast Airlines,ORD,"Chicago, IL: Chicago O'Hare International",2564,560,91.29868444041354,15.274816187702074,284.9515208685794,0.7675756038573122,167.70317303082248,105,13,41076,12073,2342,10295,58,16308
401,2025,8,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2167,391,106.46612492311755,2.3077003175818924,33.870546293991794,2.414050315870575,245.94209369582697,17,1,18024,5480,985,4577,38,6944
402,2025,4,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",1971,336,66.38322317204901,7.330109684954326,150.61128411669688,0.18660543250367798,111.49480306808567,127,4,26787,8323,1226,6998,48,10192
403,2025,12,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2986,729,126.69641164332576,13.407456312345657,295.29051901098444,0.0807565888123457,293.5275974868782,126,5,50155,15352,2742,12423,93,19545
404,2025,10,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",4208,675,162.90265070393252,11.8714383497348,153.98161824002904,1.9423912337681721,344.30243422601035,60,12,32026,10113,1253,8878,51,11731
405,2025,3,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4346,686,221.64612481215653,27.80500991196778,146.2657412619126,2.7530479069475535,287.53112934427355,187,6,44034,13762,1886,11362,76,16948
406,2025,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2854,640,194.98405765064155,35.235330299560935,214.76128088217607,3.0107364574876634,192.0096164131198,30,4,40362,12270,2206,10251,85,15550
407,2025,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1786,325,91.48905612833792,7.920720254996141,163.243961993203,0.5071896414154566,61.83579480670922,19,2,17414,5412,797,4549,31,6625
408,2025,4,9E,Pinnacle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1318,243,51.957334073966656,6.8264847943174525,112.12182774648275,0.7285384060932176,71.3684097912005,47,2,16015,4977,733,4184,28,6093
409,2025,1,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1406,342,49.92718936026374,11.890484743694314,170.43064979306155,0.1757644561601744,109.57511758041116,91,4,22180,6989,1392,5744,36,8019
410,2025,11,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6862,919,221.77057129637356,7.700262028198421,418.67809047329354,1.6970698214964717,269.15319817596406,44,2,35773,11402,1473,9833,75,12990
411,2025,10,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1554,194,33.06277152030547,5.867822055376476,71.78124975245044,0.11931351170922802,83.17249286656848,26,2,10460,3305,409,2899,16,3831
412,2025,3,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3562,839,144.22950558845554,11.607627648594915,371.23744358704664,1.3418204639043612,310.5841195993069,133,5,61385,19185,2629,15839,106,23626
413,2025,8,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",3092,550,112.81400068135387,7.461490750999045,233.9726476344109,0.0928942068466715,195.65779634728395,18,4,31460,9565,1719,7990,66,12120
414,2025,1,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2105,337,82.59498997040791,6.14026794692234,50.51011952391844,1.1662121874476512,196.58894656936062,42,2,15100,4760,947,3910,24,5459
415,2025,6,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3289,699,181.95796065460138,4.477797988420851,82.02287214338673,2.216602969238481,428.32320293664884,42,2,32717,9373,1921,8436,52,12935
416,2025,6,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2009,456,129.95537876304385,16.74469977185097,156.16519689622194,0.16583772939310631,152.96991928156663,25,8,29804,8539,1750,7685,47,11783
417,2025,1,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5953,1005,228.00294552967242,31.412526430517257,237.94821893131444,3.670447948260176,503.9679704156985,78,6,49383,15558,3099,12789,81,17856
418,2025,9,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",1378,170,40.70441012523328,6.0535793182613675,76.93639881508813,0.2401580500680139,46.06329811765313,19,2,10635,3438,488,2967,20,3722
419,2025,6,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",4785,1264,178.8446265630229,64.09584445752586,534.6708629623485,1.3742450626991645,485.02009326548426,225,16,93229,26705,5476,24040,148,36860
420,2025,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3491,510,122.83995328059919,18.78411375919451,155.3627720687068,1.2885371719017857,211.72904103724784,27,3,37917,11607,2073,9391,70,14776
421,2025,3,DH,Independence Air,IAD,"Washington, DC: Washington Dulles International",6382,1035,124.00236236487362,13.118670488005083,413.2011788863934,1.8395971856503528,482.82904292919926,112,5,61680,19277,2642,15915,107,23739
